year,pieces,descr,set
2012,63.0,Fire Station<br>-TIE Interceptor & Death Star,Sets:<br>-
1976,287.0,12V Western Train with 2 Wagons and Cowboys,"Set: "
2010,591.0,Emperor Palpatine’s Shuttle,"Set: "
2010,9.0,Advent Calendar 2010 City (Day 16) Couch / Sofa<br>-Advent Calendar 2010 City (Day 17) Shower Stall<br>-Farm Bike<br>-Advent Calendar 2010 Kingdoms (Day 17) - Keg with Tap<br>-Advent Calendar 2010 Kingdoms (Day  5) - Weapons Cart with Spear<br>-Deep Sea Diver - Complete Set<br>-Mariachi / Maraca Man - Complete Set<br>-Skier - Complete Set,Sets:<br>-
2014,227.0,Logging Truck,"Set: "
1990,493.0,Large Bucket,"Set: "
1981,63.0,Ambulance,"Set: "
1986,281.0,Riding Stable,"Set: "
1975,64.0,Transport Truck,"Set: "
2013,2023.0,Ewok Village,"Set: "
2005,483.0,Red Bucket,"Set: "
2005,202.0,Jedi Starfighter & Vulture Droid,"Set: "
1978,364.0,Sky Copter,"Set: "
1987,210.0,Stop bush / Small pulley,"Set: "
1999,96.0,Robotops (8500 + 8501 + 8502 + 8503),"Set: "
2001,256.0,Guarded Inn<br>-Blue Creator Bucket,Sets:<br>-
2001,170.0,Caboose,"Set: "
2005,1471.0,FIRST LEGO League Challenge 2005 - Ocean Odyssey,"Set: "
1977,4.0,Motor Bushes<br>-Signal and Direction-Change Switch<br>-Magnetic Couplings<br>-Magnetic Couplings for Railway Car<br>-Train Wagon Wheels in Red<br>-Magnetic Train Couplers with Plates<br>-Magnetic Train Couplers,Sets:<br>-
2006,161.0,Passenger Plane - Aeroflot Version,"Set: "
2005,211.0,Sidorak,"Set: "
1995,10.0,"Belville Accessories<br>-Liftarms & Triangles / Liftarms, Triangles",Sets:<br>-
2008,129.0,MT-21 Mobile Mining Unit,"Set: "
1976,45.0,Lear Jet,"Set: "
1966,24.0,"1 x 3 x 2 Window, Red or White","Set: "
1984,201.0,Uranium Search Vehicle,"Set: "
1995,206.0,Maersk Line Container Lorry<br>-Maersk Sealand Container Lorry,Sets:<br>-
2002,292.0,Special Elements for Team Challenge Set,"Set: "
1997,40.0,V-Wing Fighter,"Set: "
1974,5.0,Electric Crossing,"Set: "
2012,243.0,City Park Café<br>-The Werewolf<br>-Saesee Tiin's Jedi Starfighter,Sets:<br>-
2006,104.0,Jump Master,"Set: "
2011,312.0,Castle Fortaan,"Set: "
1998,112.0,Ninja Surprise<br>-Bi-Wing Blaster,Sets:<br>-
2008,74.0,Photosynthesis Student Set,"Set: "
1982,174.0,36 Little People + Accessories,"Set: "
2015,221.0,Red Creatures<br>-Dune Buggy Trailer,Sets:<br>-
2013,169.0,Hovercraft,"Set: "
2015,90.0,Deep Sea Starter Set,"Set: "
2013,558.0,Hive Crawler,"Set: "
2002,44.0,Windows and Doors<br>-Twin Rotor Cargo<br>-Gali Nuva,Sets:<br>-
1985,278.0,TECHNIC II Set {4.5v},"Set: "
2014,303.0,Batman: The Riddler Chase,"Set: "
2009,18.0,Magnet Set Royal Guard 2009<br>-Magnet Set Stormtrooper 2009,Sets:<br>-
1998,4.0,Dutch National Player<br>-World Team Player<br>-World Team Player - Limited Edition (England)<br>-World Team Player - Limited Edition (Netherlands)<br>-German National Player<br>-English Player<br>-Austrian Player<br>-Action Pack (Target Exclusive)<br>-Action Pack,Sets:<br>-
2007,12.0,Advent Calendar 2007 Belville (Day 22) Festive Wreath<br>-Advent Calendar 2007 Belville (Day  8) Kitten<br>-Advent Calendar 2007 City (Day  5) Barricade,Sets:<br>-
2007,43.0,Terrain Crusher,"Set: "
2015,14.0,The Hulk,"Set: "
2009,478.0,Crawler Crane,"Set: "
2015,176.0,Pencil Holder,"Set: "
1973,113.0,Dining Suite,"Set: "
2001,75.0,Hogwarts Classroom,"Set: "
2016,99.0,Galactic Empire™ Battle Pack,"Set: "
2006,92.0,The Batman Dragster: Catwoman Pursuit,"Set: "
2002,26.0,Reindeer<br>-Nuhvok Va (Kabaya Promotional)<br>-Gahlok Va (Kabaya Promotional)<br>-Final Duel II<br>-Gahlok Va<br>-Nuhvok Va,Sets:<br>-
2011,144.0,Life of George<br>-Lego Brickmaster Ninjago (Hardcover),Sets:<br>-
2006,62.0,Inika Toa Hewkii,"Set: "
2012,333.0,Barrel Escape,"Set: "
2003,196.0,Snowboard Boarder Cross Race,"Set: "
2006,25.0,Kazi<br>-Dalu,Sets:<br>-
2004,178.0,LEGO Stores Easter Opening Egg for 2004 - Blue<br>-Knights' Castle Wall<br>-Trumpet (Legoland California),Sets:<br>-
2013,236.0,Ultimate Speedor Tournament<br>-Spider-Man: Spider-Cycle Chase,Sets:<br>-
2003,59.0,King (Legoland Deutschland),"Set: "
1969,615.0,Super Set,"Set: "
2006,107.0,Snowflake,"Set: "
2011,13.0,Advent Calendar 2011 City (Day  7) Skateboard and Gifts<br>-Advent Calendar 2011 Star Wars (Day 21) - Millennium Falcon<br>-Advent Calendar 2011 Star Wars (Day  3) - Mechno-Chair<br>-LEGO Store Grand Opening Exclusive Set Mission Viejo Mall Mission Viejo CA,Sets:<br>-
1983,17.0,Roger Raccoon's Sports Car<br>-Buster Bulldog's Fire Engine,Sets:<br>-
1984,55.0,Airport,"Set: "
1989,672.0,Backhoe Grader,"Set: "
2003,810.0,Mars Exploration,"Set: "
2013,349.0,Helicopter Arrest,"Set: "
1996,1746.0,Giant Truck,"Set: "
2007,44.0,Cement Mixer<br>-75th Anniversary Duck on Wheels,Sets:<br>-
2014,65.0,All-in-One-Pink-Box-of-Fun<br>-All-in-One-Box-of-Fun,Sets:<br>-
1993,48.0,Toggle Joints and Connectors<br>-Aero Hawk,Sets:<br>-
2003,172.0,Jaller and Gukko,"Set: "
2011,42.0,Vulture Droid - Mini<br>-Alien Striker<br>-Holiday Ornament with Gold Bricks,Sets:<br>-
2016,1090.0,Spider-Man: Web Warriors Ultimate Bridge Battle,"Set: "
1998,471.0,TECHNIC Car,"Set: "
2001,22.0,Director's Copter<br>-Director's Copter (Kabaya Promotional)<br>-RC Dozer<br>-Fire Cruiser,Sets:<br>-
2002,12.0,Small Soccer Set 3 (Kabaya Box)<br>-Ultimate Bohrok Swarm Kit,Sets:<br>-
1960,50.0,Number Bricks,"Set: "
2015,133.0,Trick or Treat,"Set: "
2001,85.0,Diagon Alley Shops,"Set: "
2012,34.0,Police Boat<br>-Race Team,Sets:<br>-
1982,379.0,Tow Truck,"Set: "
1992,146.0,Rebel Hunter,"Set: "
2000,103.0,Guarded Treasury<br>-Royal Joust<br>-Firefighter's Lift Truck,Sets:<br>-
2016,253.0,Merlok's Library 2.0,"Set: "
2008,130.0,Off-Road Vehicle and Jet Scooter<br>-Battle Arachnoid,Sets:<br>-
1981,34.0,Bucket Loader,"Set: "
2002,43.0,Pohatu Nuva,"Set: "
1978,603.0,Auto Chassis,"Set: "
1977,5.0,Motor Frame and Couplers<br>-Train Motor Plate with Buffers,Sets:<br>-
1995,77.0,Pulley Set,"Set: "
2015,571.0,The Nether Fortress,"Set: "
1989,196.0,Universal Building Set,"Set: "
1987,19.0,Space Jet & Wings<br>-Transparent Bricks<br>-Differential Gear Housing,Sets:<br>-
2005,131.0,King's Siege Tower,"Set: "
1974,234.0,Building Set,"Set: "
2008,29.0,Bad Guy 2008<br>-Sphinx,Sets:<br>-
2000,87.0,Pumpkin Pack,"Set: "
2006,248.0,Rescue Helicopter,"Set: "
2007,26.0,Police Helicopter,"Set: "
2002,93.0,Slytherin<br>-Alpha Team Navigator and ROV<br>-Tusken Raider Encounter,Sets:<br>-
2016,54.0,Trumpsy<br>-Sharx,Sets:<br>-
1990,24.0,Loader Tractor,"Set: "
1992,132.0,Sunset Stables,"Set: "
1961,30.0,1 x 2 x 2 Window in Frame,"Set: "
1992,108.0,Recycle Truck,"Set: "
2009,75.0,Creative Bucket,"Set: "
1986,31.0,Small Bakery,"Set: "
2001,95.0,Fire Attack Team,"Set: "
2010,278.0,Super Speedster<br>-Doors Windows & Roof Tiles,Sets:<br>-
1991,113.0,Night Chopper,"Set: "
1990,542.0,Fire Control Center,"Set: "
1991,484.0,Town Street Theme,"Set: "
2004,35.0,Stunt Pack<br>-Racers Hazard Kit,Sets:<br>-
2001,70.0,Gryffindor,"Set: "
2013,161.0,Comanche Camp,"Set: "
1999,88.0,Sonic Cycle / Motorbike<br>-Ultrarex (8504 + 8505 + 8506 + 8507),Sets:<br>-
2002,171.0,Vampire's Crypt,"Set: "
1992,29.0,Build-A-Rabbit,"Set: "
2003,113.0,Cool Room Catchers,"Set: "
1994,124.0,Prize Pony Stables,"Set: "
1992,473.0,Gas N' Wash Express,"Set: "
1979,84.0,Service Station<br>-Service Station,Sets:<br>-
1998,40.0,Town Folks,"Set: "
2010,838.0,Cargo Train,"Set: "
2011,292.0,Mini Mobile Crane,"Set: "
2012,138.0,Loader and Tipper<br>-Mini Tow Truck,Sets:<br>-
1996,14.0,"Windows, Seats, Steering Wheels<br>-Pullback Motor<br>-Technic Control Center II",Sets:<br>-
2014,186.0,Turbo Quad<br>-Bricktober Town Hall<br>-Jungle Falls Rescue,Sets:<br>-
2001,18.0,"T-Rex<br>-Advent Calendar 2001, Creator (Day  9) Space Buggy",Sets:<br>-
2009,771.0,Fire Truck,"Set: "
2015,217.0,Anacondrai Crusher,"Set: "
2001,152.0,Slammer Stunt Bike,"Set: "
2010,352.0,Le Fleuriste Collector Vase - Rapid Flore Pop Color,"Set: "
2004,506.0,Buildings,"Set: "
2014,187.0,SURGE & ROCKA Combat Machine,"Set: "
2016,184.0,Olivia's Exploration Car<br>-Police Interceptor,Sets:<br>-
1996,731.0,3 In 1 Car / Amphipower,"Set: "
1994,161.0,Jet,"Set: "
1989,113.0,Universal Building Set,"Set: "
2006,575.0,Ferrari Finish Line,"Set: "
2012,1365.0,The Battle of Helm&#039;s Deep,"Set: "
1977,115.0,Seaplane<br>-Sea Plane,Sets:<br>-
1986,51.0,Cosmic Charger,"Set: "
2007,311.0,Aero Booster,"Set: "
2010,150.0,Farm Set,"Set: "
2016,969.0,Captain Rex's AT-TE,"Set: "
2016,768.0,Maze,"Set: "
2009,369.0,Soldiers' Fort,"Set: "
2012,214.0,Olivia’s Tree House,"Set: "
1966,100.0,2 x 2 Bricks (The Building Toy)<br>-2 eights 2 sixes 2 fours 8 twos 6 ones (The Building Toy),Sets:<br>-
2003,650.0,AT-TE,"Set: "
1975,211.0,Windmill,"Set: "
2006,158.0,Ultimate Princesses,"Set: "
2010,37.0,Mini Sub<br>-Battle Pack Dragon Knights,Sets:<br>-
1969,186.0,"31 bricks with 2, 4 and 6 studs","Set: "
2014,35.0,Emma&#039;s Flower Stand<br>-Christmas Tree,Sets:<br>-
1993,83.0,Blizzard Baron,"Set: "
2008,118.0,Deluxe Train Set,"Set: "
1981,46.0,Fire and Rescue Van<br>-Shuttle Craft,Sets:<br>-
2014,298.0,Spider-Helicopter Rescue,"Set: "
2003,704.0,Backhoe Loader,"Set: "
1988,42.0,Minifig Pack,"Set: "
2002,317.0,Motorbike,"Set: "
1988,13.0,Guardsman,"Set: "
2013,247.0,The Gatehouse Raid,"Set: "
2012,46.0,MINDSTORMS Energy Parts Pack,"Set: "
1997,5.0,Jennifer and Foal<br>-Lucinda and Cressida,Sets:<br>-
2009,22.0,BBQ Stand<br>-K-9 Bot<br>-Vintage Minifigure Collection Vol. 2<br>-Magnet Set CW Yoda 2009<br>-Vintage Minifigure Collection Vol. 3<br>-Sprockets,Sets:<br>-
2009,85.0,"LEGO Store Grand Opening Exclusive Set, Ala Moana Center, Honolulu, HI","Set: "
1996,166.0,Patriot Jet,"Set: "
1967,314.0,Motorized Truck Set,"Set: "
1999,211.0,Stena Line Ferry,"Set: "
2012,469.0,Bikini Bottom Undersea Party,"Set: "
2013,124.0,Clone Troopers vs. Droidekas,"Set: "
2012,716.0,Jabba's Palace,"Set: "
2014,320.0,Eiffel Tower<br>-Exo-Suit,Sets:<br>-
2009,39.0,Fireman's Car,"Set: "
2014,313.0,Bad Cop's Pursuit<br>-Attack on Lake-town,Sets:<br>-
2005,64.0,Street Sweeper,"Set: "
1993,786.0,Magic Flash,"Set: "
2011,241.0,The Battle of Naboo<br>-Ultimate Build Lightning McQueen,Sets:<br>-
2011,12.0,LEGO Store Grand Opening Exclusive Set Liverpool UK,"Set: "
2004,30.0,Treasure Island<br>-Ehrye,Sets:<br>-
2011,43.0,Smokin' Slickster,"Set: "
2002,13.0,Pillars and Beams<br>-Small Soccer Set 3 (Polybag)<br>-Turbo Chopper (Kabaya Promotional)<br>-Turbo Chopper<br>-Skateboarding Pepper,Sets:<br>-
2015,774.0,Demolition Site,"Set: "
1977,390.0,Universal Building Set,"Set: "
2015,197.0,Double-Decker Couch,"Set: "
2008,595.0,Republic Fighter Tank,"Set: "
2005,137.0,Passenger Plane - Malaysian Air Version,"Set: "
1975,21.0,Fork Lift with Driver,"Set: "
2009,58.0,"LEGO Store Grand Opening Exclusive Set, Penn Square Mall, Oklahoma City, OK<br>-LEGO Store Grand Opening Exclusive Set, Orland Park, IL",Sets:<br>-
1985,23.0,Surface Hopper,"Set: "
2015,572.0,Master Wu Dragon,"Set: "
1998,1200.0,Basic Bulk Tub (American Version)<br>-35th Anniversary Tub,Sets:<br>-
2015,381.0,Jay Walker One,"Set: "
2012,101.0,Mining 4 x 4<br>-Glider,Sets:<br>-
2002,42.0,Alpha Team Sub-Surface Scooter<br>-Nuhvok<br>-Kopaka Nuva,Sets:<br>-
2014,20.0,"Minifigure Gift Set (Target Exclusive)<br>-LEGO Friends Magazine Issue &#039;Friends on the beach&#039; Polybag<br>-Tripod Cannon, Chi and Axe",Sets:<br>-
1950,9.0,Individual 2 x 2 Bricks,"Set: "
2006,386.0,Passenger Plane - ANA version,"Set: "
2011,93.0,Dragon Dueller,"Set: "
1973,48.0,Baby's Cot and Cabinet<br>-Caravelle Plane,Sets:<br>-
2007,705.0,Ferrari 248 F1 Team (Raikkonen Edition),"Set: "
1987,27.0,Basic Set,"Set: "
2000,56.0,Catapult Crusher,"Set: "
2015,193.0,Large Creative Box,"Set: "
2003,845.0,Pneumatic Crane Truck,"Set: "
2012,208.0,Superman vs Power Armour Lex,"Set: "
1989,50.0,Smuggler's Hayride,"Set: "
2013,396.0,Baxter Robot Rampage,"Set: "
2000,45.0,Ultimate Accessories<br>-Swamp<br>-Dust,Sets:<br>-
2009,17.0,Advent Calendar 2009 City (Day 11) ATV<br>-Advent Calendar 2009 City (Day 14) Coffee Stand<br>-Soldier's Arsenal<br>-Tarduk<br>-Collectible Display Set 5 - San Diego Comic-Con 2009 Exclusive,Sets:<br>-
2011,764.0,Hoth Echo Base,"Set: "
1999,21.0,Pendulum Nose<br>-Test Shuttle<br>-Mosquito<br>-Booster<br>-Ninja Master's Boat<br>-Ninja Shogun's Small Fort<br>-Small Gear Wheels,Sets:<br>-
2013,160.0,Stealth Shell in Pursuit,"Set: "
1977,364.0,Reconnaisance Helicopter,"Set: "
2007,144.0,Duplo Bulk Set,"Set: "
1991,786.0,Metroliner,"Set: "
1986,10.0,Christmas Hearts<br>-Windup Motor,Sets:<br>-
2000,7.0,Biker with Bicycle<br>-Advent Calendar 2000 (Day  9) Duck<br>-Advent Calendar 2000 (Day 12) Duck<br>-Advent Calendar 2000 (Day 19) Christmas Bunny<br>-Soft Brick Activity Set,Sets:<br>-
2012,6.0,"Duck<br>-Advent Calendar 2012, Friends (Day 16) - Basket with Broom and Snow Balls<br>-Advent Calendar 2012, City (Day 18) Dog and Hydrant<br>-Hero Factory Booster Pack<br>-Elrond<br>-Fire Chief<br>-I Love LEGOLAND Magnet [Male]<br>-I 'L brick' Anaheim Figure Magnet<br>-I Love Malaysia Magnet [Male]<br>-Classic Alien - Complete Set<br>-Sleepyhead - Complete Set<br>-Flamenco Dancer - Complete Set<br>-Clockwork Robot - Complete Set<br>-Swimming Champion - Complete Set<br>-Rocker Girl - Complete Set<br>-Tennis Ace - Complete Set<br>-Cowgirl - Complete Set<br>-Brawny Boxer - Team GB<br>-Stealth Swimmer - Team GB Complete Set with Stand and Accessories<br>-Judo Fighter - Team GB Complete Set with Stand and Accessories<br>-Horseback Rider - Team GB Complete Set with Stand and Accessories<br>-Advent Calendar 2012, Star Wars (Day 11) - Hoth Blaster Station<br>-Advent Calendar 2012, Star Wars (Day 12) - Hoth Rebel Trooper<br>-LEGO Store Grand Opening Exclusive Set, Northshore Mall, Peabody, MA",Sets:<br>-
1997,4.0,Infomaniac,"Set: "
1981,16.0,Remote Controlled Decoupling,"Set: "
2013,92.0,Mia's Magic Tricks<br>-Emma's Karate Course<br>-Tech Machines Set<br>-CHI Battles,Sets:<br>-
2010,153.0,Quidditch Match,"Set: "
1981,6.0,"Buffers, Magnetic Couplers<br>-Pushrods, Cylinder Housings",Sets:<br>-
1985,9.0,Aeroplane<br>-Office,Sets:<br>-
2012,16.0,"Monthly Mini Model Build May 2012 - Tulip<br>-Advent Calendar 2012, City (Day 15) Wall with Safety Equipment<br>-Advent Calendar 2012, City (Day 23) Wrapped Gifts<br>-Advent Calendar 2012, City (Day 3) Christmas Tree<br>-Sleeping Beauty's Chamber<br>-Read & Build Busy Farm<br>-Collectable Minifigures - LEGO Minifigures Series 6 - Complete<br>-LEGO Minifigures Series 7 - Complete<br>-LEGO Minifigures Series 8 - Complete<br>-Advent Calendar 2012, Star Wars (Day 7) - Naboo Starfighter<br>-LEGO Store Grand Opening Exclusive Set, Saarbrücken, Germany",Sets:<br>-
1979,23.0,Roadster<br>-Moe Mouse's Roadster,Sets:<br>-
2004,20.0,Kraatu,"Set: "
2009,170.0,Ice Rally,"Set: "
1977,40.0,Motor,"Set: "
2013,123.0,JEK-14 Mini Stealth Starfighter - San Diego Comic-Con 2013 Exclusive,"Set: "
2013,62.0,Mini Skyfighter<br>-Bruizer<br>-Canada 2013 Toys R Us Easter Egg Giveaway<br>-Republic Troopers vs. Sith Troopers,Sets:<br>-
1997,112.0,Crystal Scavenger<br>-Cyber Saucer,Sets:<br>-
1998,195.0,Desert Expedition<br>-Stena Line Ferry<br>-Desert Expedition,Sets:<br>-
1982,114.0,The Fabuland House,"Set: "
2016,224.0,Gotham City Cycle Chase,"Set: "
1983,478.0,Railway Station,"Set: "
1982,36.0,Mini Basic Set,"Set: "
2013,563.0,Temple of Light,"Set: "
2007,13.0,Advent Calendar 2007 Belville (Day 21) Toy Ball<br>-Advent Calendar 2007 Belville (Day  2) Bed<br>-Advent Calendar 2007 City (Day 21) Dumpster<br>-Advent Calendar 2007 City (Day  2) Fire Hydrant and Tools,Sets:<br>-
2014,30.0,Fire and Rescue Team<br>-LEGO® DUPLO® All-in-One-Gift-Set,Sets:<br>-
2014,240.0,Tremor Track Infiltration,"Set: "
2005,540.0,Ultimate Space Battle,"Set: "
2013,25.0,Dinosaur Holiday Bauble,"Set: "
2016,344.0,Race Kart,"Set: "
2010,1288.0,Hogwarts Castle [Fourth Edition]<br>-Mobile Crane,Sets:<br>-
2011,44.0,Scarab Attack<br>-Urban Enforcer,Sets:<br>-
2013,104.0,Playground,"Set: "
2012,232.0,"MBA Level Two - Kit 5, Creature Designer<br>-Emma's  Horse Trailer<br>-Butterfly Beauty Shop<br>-Farm Brick Box",Sets:<br>-
1999,131.0,Countdown Corner,"Set: "
1981,28.0,Gas Pumps,"Set: "
2010,550.0,Brick Street Getaway,"Set: "
1977,293.0,Universal Building Set,"Set: "
1974,115.0,Locomotive with Driver & Passenger,"Set: "
2012,38.0,"Star Destroyer<br>-Anakin's Pod Racer<br>-Statue of Liberty (LEGO Store, Rockefeller Center, New York, NY)<br>-Green Lantern<br>-Siddeley Saves the Day<br>-Zane ZX",Sets:<br>-
2010,423.0,Midi-Scale Imperial Star Destroyer,"Set: "
1992,15.0,Ultimate Track Kit,"Set: "
2008,53.0,House<br>-Toa Kopaka,Sets:<br>-
2004,180.0,Turaga Dume and Nivawk<br>-Border Ambush,Sets:<br>-
2003,50.0,Black Slopes 33 3 x 1 and 3 x 3<br>-2 x 4 Light Gray Bricks<br>-2 x 4 White Bricks<br>-1 x 4 Light Gray Bricks<br>-1 x 4 White Bricks<br>-2 x 4 Roof Tile Black<br>-2 x 4 Brown Bricks<br>-2 x 4 Roof Tile Brown<br>-24-Tooth Crown Gears,Sets:<br>-
2012,28.0,Andrea on the Beach<br>-Skate Boarder<br>-Desk<br>-Snow White's Cottage<br>-Kendo Cole,Sets:<br>-
1976,49.0,Police Units<br>-Spirit of St. Louis,Sets:<br>-
2004,237.0,Doc Ock&#039;s Fusion Lab,"Set: "
2009,8.0,Advent Calendar 2009 Pirates (Day 16) - Table with Food and Rat<br>-Advent Calendar 2009 Pirates (Day 24) - Treasure Chest with Gems<br>-Advent Calendar 2009 Pirates (Day  5) - Cannon<br>-Advent Calendar 2009 Pirates (Day  8) - Raft with Flagpole<br>-Emerald Night Collection<br>-Space Police Collection,Sets:<br>-
2006,558.0,Ferrari 430 Spider 1:17,"Set: "
2002,500.0,Scary Laboratory<br>-Imagine and Build<br>-Large red bucket<br>-Large Creator Box<br>-Creator Bucket,Sets:<br>-
2012,425.0,Helicopter Rescue,"Set: "
1978,168.0,Nursery,"Set: "
1995,281.0,Cargo Crane,"Set: "
1981,38.0,Shell Tow Truck,"Set: "
2003,162.0,International Space Station,"Set: "
1969,20.0,Tipping Wagon,"Set: "
2004,81.0,Spider-Man&#039;s Street Chase<br>-Skull Island<br>-Exo Stealth,Sets:<br>-
1982,210.0,Mobile Rocket Transport,"Set: "
2009,435.0,Wind Turbine Transport,"Set: "
2000,578.0,Dark Side Developers Kit,"Set: "
2010,1008.0,Portal of Atlantis,"Set: "
1966,198.0,2 x 2 Bricks (System),"Set: "
1992,350.0,Function Set,"Set: "
1997,234.0,Warp Wing Fighter,"Set: "
2011,26.0,Nuckal<br>-Buggy Racer<br>-Ninja Glider,Sets:<br>-
2015,52.0,Nurp-Naut<br>-Boogly<br>-Dribbal,Sets:<br>-
1990,1534.0,4.5V Technic Resource Set,"Set: "
1985,785.0,Basic School Pack - 773 elements with teacher's manual,"Set: "
2002,144.0,Western Picture Frame,"Set: "
1991,50.0,"Space Light and Radar Plates, Disks, Cones","Set: "
2009,3260.0,Grand Carousel,"Set: "
2009,752.0,Street Extreme,"Set: "
2004,51.0,"Jayko (USA version with 6 Cards, Target Promo)<br>-Vladek (USA version with 3 Cards)",Sets:<br>-
2016,400.0,Battle on Takodana,"Set: "
2009,184.0,Dump Truck,"Set: "
1996,103.0,Hospital Ward,"Set: "
1987,42.0,"Leads (4.5V) Spirals<br>-Plates, Blue<br>-Plates, Red",Sets:<br>-
1999,463.0,Amazon Ancient Ruins,"Set: "
1977,413.0,Silja Line Ferry,"Set: "
2015,470.0,Flatiron Building,"Set: "
2014,31.0,Jungle Boat<br>-Worriz'' Fire Bike<br>-Hero Factory Promo,Sets:<br>-
1969,77.0,Bungalow,"Set: "
1992,321.0,Universal Building Set with Flex System,"Set: "
1998,736.0,"Robotics Invention System, Version 1.0","Set: "
2010,92.0,Woody and Buzz to the Rescue,"Set: "
2003,21.0,Advent Calendar 2003 Creator (Day 11) Snowplow<br>-Advent Calendar 2003 Creator (Day 15) Truck<br>-Green Racer,Sets:<br>-
2005,59.0,"Police Car, Black Logo","Set: "
2002,27.0,Tahnok Va (Kabaya Promotional)<br>-Flora's Bubbling Bath<br>-Pahrak Va<br>-Tahnok Va,Sets:<br>-
1986,186.0,Universal Building Set with Motor,"Set: "
1991,21.0,Dune Buggy,"Set: "
2016,39.0,Monthly Mini Model Build May 2016 - Hedgehog,"Set: "
1993,763.0,Forklift Transporter,"Set: "
2011,57.0,Nitroblast<br>-Mini Digger<br>-Police Minifigure Collection<br>-LEGO SERIOUS Play mini-kit,Sets:<br>-
1956,6.0,Traffic Police Set,"Set: "
2003,490.0,NBA Ultimate Arena,"Set: "
2009,167.0,Race 3000,"Set: "
2010,25.0,Halloween Bat,"Set: "
2016,85.0,Prison Island Starter Set<br>-Resistance X-Wing Fighter,Sets:<br>-
2009,128.0,Tow Truck,"Set: "
2011,19.0,Kai<br>-Zane<br>-ADU Jetpack<br>-Lego City - Police on Alert!<br>-Advent Calendar 2011 Star Wars (Day  1) - Republic Cruiser,Sets:<br>-
1983,398.0,Police Station,"Set: "
1993,97.0,Paradise Playground<br>-Pothole Patcher,Sets:<br>-
2004,69.0,Nitro Terminator,"Set: "
1984,41.0,Sea Explorer,"Set: "
2013,66.0,Surge,"Set: "
2015,1679.0,City Square,"Set: "
1985,158.0,Basic Building Set,"Set: "
2009,11.0,Advent Calendar 2009 City (Day  8) Road Barrier,"Set: "
2004,31.0,Elf Girl<br>-Blue Racer,Sets:<br>-
2014,305.0,Pony Farm,"Set: "
2001,238.0,Imperial Shuttle,"Set: "
1995,165.0,Treasure Chest,"Set: "
1995,393.0,Cargo Station,"Set: "
2001,99.0,T3-Trike,"Set: "
2000,76.0,Service Team - 2 Bikers with Service Tools,"Set: "
2015,264.0,Vehicle Transporter,"Set: "
2014,51.0,Shuff<br>-Lunk,Sets:<br>-
1966,4.0,4 Plates 6 x 8 (The Building Toy)<br>-Lighting Brick (System),Sets:<br>-
1987,312.0,Emergency Treatment Center,"Set: "
1985,183.0,Space Express,"Set: "
1981,82.0,Basic Set,"Set: "
1984,7.0,Police Motorcycle<br>-William Walrus,Sets:<br>-
1976,133.0,Norton Motorcycle,"Set: "
1989,175.0,Mobile Car Crane,"Set: "
1996,609.0,Train Station,"Set: "
1980,409.0,LEGO Motorcycle,"Set: "
2012,82.0,Christmas Train,"Set: "
2008,214.0,Pony Stable<br>-Separatist Spider Droid<br>-Police Pontoon Plane,Sets:<br>-
2014,69.0,Vulk<br>-Tentro<br>-Hoogi<br>-Web Dash<br>-Flaming Claws<br>-Inferno Pit<br>-Spider-Trike vs. Electro,Sets:<br>-
